YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2001 01 08 23 317  4.7  5.3 99.00 99.00 99.00 999 1007.8   1.4   2.2 999.0 99.0 99.00
2001 01 09 00 313  5.0  5.9 99.00 99.00 99.00 999 1008.6   1.5   2.2 999.0 99.0 99.00
2001 01 09 01 307  4.5  5.2 99.00 99.00 99.00 999 1009.1   1.7   2.3 999.0 99.0 99.00
2001 01 09 02 319  5.3  6.4 99.00 99.00 99.00 999 1009.3   1.8   2.3 999.0 99.0 99.00
2001 01 09 03 316  3.6  4.3 99.00 99.00 99.00 999 1009.5   1.7   2.3 999.0 99.0 99.00
2001 01 09 04 305  8.2  9.1 99.00 99.00 99.00 999 1009.8   2.1   2.1 999.0 99.0 99.00
2001 01 09 05 299  8.3  9.3 99.00 99.00 99.00 999 1010.2   1.5   2.0 999.0 99.0 99.00
2001 01 09 06 303  8.3  9.4 99.00 99.00 99.00 999 1009.9   1.3   1.9 999.0 99.0 99.00
2001 01 09 07 302  8.1  9.2 99.00 99.00 99.00 999 1009.9   1.3   1.7 999.0 99.0 99.00
2001 01 09 08 302  8.7 10.1 99.00 99.00 99.00 999 1010.4   1.3   1.8 999.0 99.0 99.00
2001 01 09 09 311  7.1  8.3 99.00 99.00 99.00 999 1010.3   1.2   1.7 999.0 99.0 99.00
2001 01 09 10 319  8.0  9.8 99.00 99.00 99.00 999 1010.8   1.3   1.7 999.0 99.0 99.00
2001 01 09 11 314  9.1 10.9 99.00 99.00 99.00 999 1012.0   1.2   1.4 999.0 99.0 99.00
2001 01 09 12 302  8.9 11.0 99.00 99.00 99.00 999 1013.1   0.1   1.2 999.0 99.0 99.00
2001 01 09 13 314 10.8 11.9 99.00 99.00 99.00 999 1014.1  -1.2   0.7 999.0 99.0 99.00
2001 01 09 14 307 11.2 12.4 99.00 99.00 99.00 999 1015.1  -2.3   0.7 999.0 99.0 99.00
2001 01 09 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2001 01 09 16 310  9.2 10.6 99.00 99.00 99.00 999 1015.9  -1.9   0.7 999.0 99.0 99.00
2001 01 09 17 319 10.4 11.4 99.00 99.00 99.00 999 1015.1  -1.8   0.9 999.0 99.0 99.00
2001 01 09 18 307  9.7 11.9 99.00 99.00 99.00 999 1014.6  -1.6   0.9 999.0 99.0 99.00
2001 01 09 19 308 10.7 12.4 99.00 99.00 99.00 999 1014.4  -1.4   1.0 999.0 99.0 99.00
2001 01 09 20 307  9.4 11.1 99.00 99.00 99.00 999 1014.2  -0.9   1.0 999.0 99.0 99.00
2001 01 09 21 296 10.7 12.4 99.00 99.00 99.00 999 1014.6  -0.9   1.0 999.0 99.0 99.00
2001 01 09 22 303 10.7 11.9 99.00 99.00 99.00 999 1015.0  -1.1   1.0 999.0 99.0 99.00
2001 01 09 23 293 10.4 11.5 99.00 99.00 99.00 999 1015.4  -1.4   0.9 999.0 99.0 99.00
2001 01 10 00 291  8.8 10.3 99.00 99.00 99.00 999 1015.9  -1.8   0.8 999.0 99.0 99.00
2001 01 10 01 284  6.1  6.8 99.00 99.00 99.00 999 1015.9  -1.7   0.4 999.0 99.0 99.00
2001 01 10 02 280  8.6 10.0 99.00 99.00 99.00 999 1015.6  -2.0   0.4 999.0 99.0 99.00
2001 01 10 03 262  8.1  9.4 99.00 99.00 99.00 999 1014.9  -2.2   0.3 999.0 99.0 99.00
2001 01 10 04 271 10.6 12.2 99.00 99.00 99.00 999 1014.4  -1.4   0.4 999.0 99.0 99.00
2001 01 10 05 264 10.4 11.9 99.00 99.00 99.00 999 1013.8  -1.0   0.5 999.0 99.0 99.00
2001 01 10 06 274  8.9 11.3 99.00 99.00 99.00 999 1013.7  -0.4   0.5 999.0 99.0 99.00
2001 01 10 07 280 11.9 13.5 99.00 99.00 99.00 999 1013.7   0.0   0.6 999.0 99.0 99.00
2001 01 10 08 287  8.9 10.7 99.00 99.00 99.00 999 1014.2   0.0   0.7 999.0 99.0 99.00
2001 01 10 09 291  9.0 10.3 99.00 99.00 99.00 999 1014.2   0.2   0.8 999.0 99.0 99.00
2001 01 10 10 293  7.7  8.8 99.00 99.00 99.00 999 1015.5   0.2   0.7 999.0 99.0 99.00
2001 01 10 11 310  5.9  7.4 99.00 99.00 99.00 999 1016.8   0.0   0.6 999.0 99.0 99.00
2001 01 10 12 302  6.3  7.7 99.00 99.00 99.00 999 1018.7   0.0   0.5 999.0 99.0 99.00
2001 01 10 13 308  8.2  9.9 99.00 99.00 99.00 999 1020.0   0.0   0.5 999.0 99.0 99.00
2001 01 10 14 309  7.7  9.2 99.00 99.00 99.00 999 1020.9   0.1   0.5 999.0 99.0 99.00
2001 01 10 15 306  7.6  9.1 99.00 99.00 99.00 999 1021.9   0.5   0.7 999.0 99.0 99.00
2001 01 10 16 298  6.6  7.9 99.00 99.00 99.00 999 1022.3   1.1   0.8 999.0 99.0 99.00
2001 01 10 17 295  4.6  5.1 99.00 99.00 99.00 999 1021.9   1.6   0.8 999.0 99.0 99.00
