YYYY MM DD hh  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2004 01 09 12   1  4.2  4.6 99.00 99.00 99.00 999 1023.8  -1.8   3.3  -3.7 99.0 99.00
2004 01 09 13  12  4.5  5.0 99.00 99.00 99.00 999 1024.4  -1.3   3.3  -4.8 99.0 99.00
2004 01 09 14   2  4.0  4.5 99.00 99.00 99.00 999 1024.7  -1.2   2.9  -5.1 99.0 99.00
2004 01 09 15 357  4.8  5.4 99.00 99.00 99.00 999 1024.7  -1.3   2.9  -5.8 99.0 99.00
2004 01 09 16  24  5.4  6.2 99.00 99.00 99.00 999 1024.5  -0.9   2.8  -6.6 99.0 99.00
2004 01 09 17  18  7.0  8.6 99.00 99.00 99.00 999 1024.2  -0.9   2.8  -6.6 99.0 99.00
2004 01 09 18  32  5.9  6.8 99.00 99.00 99.00 999 1023.9  -0.8   2.7  -7.3 99.0 99.00
2004 01 09 19  20  9.2  9.8 99.00 99.00 99.00 999 1023.5  -1.5   2.8  -6.2 99.0 99.00
2004 01 09 20  27  9.0 10.0 99.00 99.00 99.00 999 1024.0  -1.5   2.8  -7.2 99.0 99.00
2004 01 09 21  29  8.2  9.4 99.00 99.00 99.00 999 1024.5  -2.0   2.8  -8.7 99.0 99.00
2004 01 09 22  20  8.5  9.2 99.00 99.00 99.00 999 1025.1  -2.4   2.8  -9.4 99.0 99.00
2004 01 09 23  35  8.5 10.3 99.00 99.00 99.00 999 1025.4  -2.9   2.8 -10.2 99.0 99.00
2004 01 10 00  18 10.2 11.1 99.00 99.00 99.00 999 1025.8  -4.1   2.7 -12.7 99.0 99.00
2004 01 10 01  17  9.1 10.0 99.00 99.00 99.00 999 1026.4  -4.9   2.7 -15.0 99.0 99.00
2004 01 10 02   8 10.8 11.8 99.00 99.00 99.00 999 1026.8  -5.7   2.7 -15.1 99.0 99.00
2004 01 10 03  18 10.9 12.4 99.00 99.00 99.00 999 1027.0  -6.4   2.6 -14.5 99.0 99.00
2004 01 10 04   2  9.7 10.7 99.00 99.00 99.00 999 1027.7  -7.4   2.4 -15.9 99.0 99.00
2004 01 10 05   3 10.9 12.6 99.00 99.00 99.00 999 1027.5  -8.0   2.4 -16.5 99.0 99.00
2004 01 10 06  12 10.3 11.6 99.00 99.00 99.00 999 1027.6  -8.6   2.3 -16.9 99.0 99.00
2004 01 10 07   9  9.6 11.0 99.00 99.00 99.00 999 1028.2  -9.4   2.3 -18.0 99.0 99.00
2004 01 10 08 358  9.3 10.8 99.00 99.00 99.00 999 1028.8 -10.0   2.3 -17.5 99.0 99.00
2004 01 10 09 359  8.7 10.8 99.00 99.00 99.00 999 1029.2 -10.8   2.5 -18.6 99.0 99.00
2004 01 10 10 356  9.7 10.9 99.00 99.00 99.00 999 1029.3 -11.4   2.1 -18.7 99.0 99.00
2004 01 10 11 348  9.2 10.9 99.00 99.00 99.00 999 1029.8 -12.0   1.9 -18.5 99.0 99.00
2004 01 10 12 352  8.3 10.0 99.00 99.00 99.00 999 1030.2 -12.4   1.7 -18.5 99.0 99.00
2004 01 10 13 353  8.5 10.3 99.00 99.00 99.00 999 1030.7 -13.1   1.8 -19.1 99.0 99.00
2004 01 10 14 356  8.8 10.6 99.00 99.00 99.00 999 1031.1 -12.9   2.0 -18.8 99.0 99.00
2004 01 10 15 350  7.5  8.4 99.00 99.00 99.00 999 1031.6 -12.8   2.1 -19.4 99.0 99.00
