#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 09 24 06 00 120  2.2  2.4 99.00 99.00 99.00 999 1021.1  23.0  23.9  23.0 99.0 99.00
2010 09 24 07 00 126  2.2  2.4 99.00 99.00 99.00 999 1020.6  22.5  23.7  22.5 99.0 99.00
2010 09 24 08 00 117  2.0  2.1 99.00 99.00 99.00 999 1020.2  22.3  23.7  22.3 99.0 99.00
2010 09 24 09 00 111  1.9  2.0 99.00 99.00 99.00 999 1020.2  22.2  24.1  22.2 99.0 99.00
2010 09 24 10 00 161  2.4  2.7 99.00 99.00 99.00 999 1020.4  22.5  24.0  22.5 99.0 99.00
2010 09 24 11 00 170  2.9  3.1 99.00 99.00 99.00 999 1020.3  23.2  23.8  23.2 99.0 99.00
2010 09 24 12 00 186  4.7  4.8 99.00 99.00 99.00 999 1020.2  23.6  23.8  23.6 99.0 99.00
2010 09 24 13 00 191  4.6  4.8 99.00 99.00 99.00 999 1020.1  23.6  24.0  23.6 99.0 99.00
2010 09 24 14 00 182  1.2  1.4 99.00 99.00 99.00 999 1020.2  24.1  24.3  24.1 99.0 99.00
2010 09 24 15 00 160  3.1  3.4 99.00 99.00 99.00 999 1019.8  24.2  24.1  24.2 99.0 99.00
2010 09 24 16 00 151  2.4  2.6 99.00 99.00 99.00 999 1019.3  24.8  24.0  24.8 99.0 99.00
2010 09 24 17 00 143  3.7  3.7 99.00 99.00 99.00 999 1018.4  25.8  24.5  24.8 99.0 99.00
2010 09 24 18 00 140  4.1  4.4 99.00 99.00 99.00 999 1017.2  27.0  24.6  25.5 99.0 99.00
2010 09 24 19 00 156  4.7  6.0 99.00 99.00 99.00 999 1016.1  27.6  24.2  26.4 99.0 99.00
2010 09 24 20 00 168  7.9  9.2 99.00 99.00 99.00 999 1015.2  27.6  24.2  26.1 99.0 99.00
2010 09 24 21 00 166  8.8  9.6 99.00 99.00 99.00 999 1014.5  27.6  24.5  26.4 99.0 99.00
2010 09 24 22 00 161  8.5  9.4 99.00 99.00 99.00 999 1014.1  27.7  24.2  26.4 99.0 99.00
2010 09 24 23 00 166  9.3  9.8 99.00 99.00 99.00 999 1013.8  27.2  24.1  26.0 99.0 99.00
2010 09 25 00 00 176  7.7  8.1 99.00 99.00 99.00 999 1013.8  26.7  24.0  26.1 99.0 99.00
2010 09 25 01 00 178  5.4  5.6 99.00 99.00 99.00 999 1014.2  26.5  24.0  25.9 99.0 99.00
2010 09 25 02 00 182  6.3  6.7 99.00 99.00 99.00 999 1014.1  26.9  24.2  24.9 99.0 99.00
2010 09 25 03 00 174  6.8  7.3 99.00 99.00 99.00 999 1014.2  25.8  24.3  25.2 99.0 99.00
2010 09 25 04 00 186  8.8  9.3 99.00 99.00 99.00 999 1014.1  26.8  23.9  24.0 99.0 99.00
2010 09 25 05 00 199  8.5  9.8 99.00 99.00 99.00 999 1013.9  27.1  24.0  23.7 99.0 99.00
2010 09 25 06 00 203  9.1 10.2 99.00 99.00 99.00 999 1013.5  26.9  23.9  22.8 99.0 99.00
2010 09 25 07 00 196  7.6  8.5 99.00 99.00 99.00 999 1012.8  25.9  23.7  23.0 99.0 99.00
2010 09 25 08 00 204  8.5  9.9 99.00 99.00 99.00 999 1012.3  25.3  23.8  23.0 99.0 99.00
2010 09 25 09 00 216  8.4  9.9 99.00 99.00 99.00 999 1012.2  24.9  24.0  21.9 99.0 99.00
2010 09 25 10 00 215  8.4  9.5 99.00 99.00 99.00 999 1012.3  24.3  24.0  21.2 99.0 99.00
2010 09 25 11 00 214  8.0  8.8 99.00 99.00 99.00 999 1012.4  23.6  23.9  21.1 99.0 99.00
2010 09 25 12 00 233  7.5  8.6 99.00 99.00 99.00 999 1012.7  23.4  23.7  20.9 99.0 99.00
2010 09 25 13 00 269  6.7  7.2 99.00 99.00 99.00 999 1013.1  23.4  23.6  20.7 99.0 99.00
2010 09 25 14 00 262  4.1  4.5 99.00 99.00 99.00 999 1013.3  24.6  24.0  21.9 99.0 99.00
2010 09 25 15 00 280  2.8  2.9 99.00 99.00 99.00 999 1013.1  25.5  24.0  22.2 99.0 99.00
2010 09 25 16 00 267  1.5  1.7 99.00 99.00 99.00 999 1012.7  26.3  23.9  22.3 99.0 99.00
2010 09 25 17 00 133  2.0  2.2 99.00 99.00 99.00 999 1012.0  25.8  24.0  23.6 99.0 99.00
2010 09 25 18 00 150  4.2  4.4 99.00 99.00 99.00 999 1011.1  25.8  24.1  23.1 99.0 99.00
2010 09 25 19 00 143  4.3  4.4 99.00 99.00 99.00 999 1010.7  26.0  24.3  23.6 99.0 99.00
2010 09 25 20 00 154  5.6  5.8 99.00 99.00 99.00 999 1010.1  27.2  24.2  22.6 99.0 99.00
2010 09 25 21 00 145  3.3  3.5 99.00 99.00 99.00 999 1010.1  27.9  24.3  22.8 99.0 99.00
2010 09 25 22 00 158  3.3  3.4 99.00 99.00 99.00 999 1010.0  27.6  24.3  23.5 99.0 99.00
2010 09 25 23 00 211  1.0  1.1 99.00 99.00 99.00 999 1010.2  26.1  24.3  25.5 99.0 99.00
2010 09 26 00 00 226  2.2  2.3 99.00 99.00 99.00 999 1010.7  26.4  24.5  24.3 99.0 99.00
2010 09 26 01 00 326  2.9  3.1 99.00 99.00 99.00 999 1011.2  26.1  24.2  23.6 99.0 99.00
2010 09 26 02 00 302  2.9  3.1 99.00 99.00 99.00 999 1011.6  26.0  24.4  23.2 99.0 99.00
2010 09 26 03 00 351  7.7  9.1 99.00 99.00 99.00 999 1012.1  25.9  24.7  19.1 99.0 99.00
2010 09 26 04 00 351  6.8  7.5 99.00 99.00 99.00 999 1013.0  25.1  24.3  17.9 99.0 99.00
2010 09 26 05 00   2  9.3 10.6 99.00 99.00 99.00 999 1013.2  24.5  23.9  17.8 99.0 99.00
2010 09 26 06 00   8 10.0 10.8 99.00 99.00 99.00 999 1013.6  23.6  23.8  18.1 99.0 99.00
2010 09 26 07 00   8 10.0 11.4 99.00 99.00 99.00 999 1013.7  23.0  23.9  18.2 99.0 99.00
2010 09 26 08 00  18 10.1 11.0 99.00 99.00 99.00 999 1013.6  22.2  23.8  17.9 99.0 99.00
2010 09 26 09 00  20  9.3 10.9 99.00 99.00 99.00 999 1014.3  21.5  23.7  18.0 99.0 99.00
2010 09 26 10 00  23  9.7 10.3 99.00 99.00 99.00 999 1014.7  20.8  23.6  17.5 99.0 99.00
2010 09 26 11 00  26  7.7  8.5 99.00 99.00 99.00 999 1016.0  20.3  23.5  17.1 99.0 99.00
2010 09 26 12 00  26  7.6  9.0 99.00 99.00 99.00 999 1016.1  19.7  23.4  16.0 99.0 99.00
2010 09 26 13 00  28  6.7  7.6 99.00 99.00 99.00 999 1017.1  19.6  23.4  16.1 99.0 99.00
2010 09 26 14 00   9  5.9  7.3 99.00 99.00 99.00 999 1017.8  19.2  23.6  15.8 99.0 99.00
2010 09 26 15 00  21  8.4  9.5 99.00 99.00 99.00 999 1017.0  18.9  23.5  15.8 99.0 99.00
2010 09 26 16 00  24  9.0  9.9 99.00 99.00 99.00 999 1016.4  18.7  23.5  17.0 99.0 99.00
2010 09 26 17 00 356  7.5  8.9 99.00 99.00 99.00 999 1016.8  18.0  23.6  13.1 99.0 99.00
2010 09 26 18 00  11  9.1 10.6 99.00 99.00 99.00 999 1016.4  18.7  23.5  12.9 99.0 99.00
2010 09 26 19 00  12  7.8  8.8 99.00 99.00 99.00 999 1016.0  18.8  23.5  13.3 99.0 99.00
2010 09 26 20 00  18  6.7  7.4 99.00 99.00 99.00 999 1015.7  20.2  23.4  12.9 99.0 99.00
2010 09 26 21 00  30  5.5  6.1 99.00 99.00 99.00 999 1015.3  20.8  23.5  12.3 99.0 99.00
2010 09 26 22 00  25  7.1  7.7 99.00 99.00 99.00 999 1015.4  21.0  23.5  12.8 99.0 99.00
2010 09 26 23 00  41  5.5  6.0 99.00 99.00 99.00 999 1016.1  21.0  23.5  13.2 99.0 99.00
2010 09 27 00 00  43  6.6  7.2 99.00 99.00 99.00 999 1016.0  20.0  23.6  13.8 99.0 99.00
2010 09 27 01 00   7  7.2  7.9 99.00 99.00 99.00 999 1016.4  19.1  23.5  14.5 99.0 99.00
2010 09 27 02 00  26  7.9  8.5 99.00 99.00 99.00 999 1016.3  20.0  23.4  18.1 99.0 99.00
2010 09 27 03 00  21  8.3  9.1 99.00 99.00 99.00 999 1016.2  20.0  23.2  14.0 99.0 99.00
2010 09 27 04 00  38  8.0  9.0 99.00 99.00 99.00 999 1015.6  19.1  23.2  14.8 99.0 99.00
2010 09 27 05 00  28  6.9  7.6 99.00 99.00 99.00 999 1015.3  18.5  23.2  18.5 99.0 99.00
2010 09 27 06 00  28  6.5  7.7 99.00 99.00 99.00 999 1014.8  18.6  23.2  18.6 99.0 99.00
2010 09 27 07 00  39  5.7  6.4 99.00 99.00 99.00 999 1014.2  19.0  23.2  19.0 99.0 99.00
2010 09 27 08 00  61  5.9  6.6 99.00 99.00 99.00 999 1013.4  19.5  23.2  19.5 99.0 99.00
2010 09 27 09 00 102  7.1  7.6 99.00 99.00 99.00 999 1012.8  20.6  23.2  20.6 99.0 99.00
2010 09 27 10 00 127  6.9  7.5 99.00 99.00 99.00 999 1012.6  21.4  23.1  21.4 99.0 99.00
2010 09 27 11 00 110  6.8  7.2 99.00 99.00 99.00 999 1012.7  21.5  23.0  21.5 99.0 99.00
2010 09 27 12 00 115  6.9  7.6 99.00 99.00 99.00 999 1012.8  21.8  23.1  21.8 99.0 99.00
2010 09 27 13 00 113  7.4  7.9 99.00 99.00 99.00 999 1012.7  22.2  23.1  22.2 99.0 99.00
2010 09 27 14 00 126  6.7  7.6 99.00 99.00 99.00 999 1012.9  22.8  23.2  22.8 99.0 99.00
2010 09 27 15 00 140  8.6  9.2 99.00 99.00 99.00 999 1012.7  23.6  23.2  23.6 99.0 99.00
2010 09 27 16 00 156 10.0 10.5 99.00 99.00 99.00 999 1012.3  24.0  23.2  24.0 99.0 99.00
2010 09 27 17 00 157 10.5 12.1 99.00 99.00 99.00 999 1011.8  24.3  23.2  24.3 99.0 99.00
2010 09 27 18 00 156 10.7 11.6 99.00 99.00 99.00 999 1011.6  23.9  23.2  23.9 99.0 99.00
2010 09 27 19 00 152 10.0 11.6 99.00 99.00 99.00 999 1010.9  23.8  23.2  23.8 99.0 99.00
2010 09 27 20 00 155  9.2 10.1 99.00 99.00 99.00 999 1010.4  23.5  23.1  23.5 99.0 99.00
2010 09 27 21 00 152  8.2  9.2 99.00 99.00 99.00 999 1010.1  23.5  23.3  23.5 99.0 99.00
2010 09 27 22 00 150 10.9 12.5 99.00 99.00 99.00 999 1009.1  23.9  23.2  23.9 99.0 99.00
2010 09 27 23 00 179 13.5 14.9 99.00 99.00 99.00 999 1009.7  23.7  23.3  23.7 99.0 99.00
2010 09 28 00 00 173 11.7 12.4 99.00 99.00 99.00 999 1009.9  23.4  23.5  23.4 99.0 99.00
2010 09 28 01 00 177 13.2 15.3 99.00 99.00 99.00 999 1010.2  23.2  23.5  23.2 99.0 99.00
2010 09 28 02 00 151 12.4 13.8 99.00 99.00 99.00 999 1009.4  22.9  23.5  22.9 99.0 99.00
2010 09 28 03 00 150  7.8  9.0 99.00 99.00 99.00 999 1009.1  22.3  23.4  22.3 99.0 99.00
2010 09 28 04 00 134  9.9 10.5 99.00 99.00 99.00 999 1008.6  22.2  23.4  22.2 99.0 99.00
2010 09 28 05 00 156  7.8  8.3 99.00 99.00 99.00 999 1008.6  21.9  23.4  21.9 99.0 99.00
2010 09 28 06 00 144  8.7  9.5 99.00 99.00 99.00 999 1007.3  22.1  23.3  22.1 99.0 99.00
2010 09 28 07 00 149  9.6 10.7 99.00 99.00 99.00 999 1006.3  22.2  23.4  22.2 99.0 99.00
2010 09 28 08 00 165  9.0  9.6 99.00 99.00 99.00 999 1005.5  22.5  23.3  22.5 99.0 99.00
2010 09 28 09 00 151 10.6 11.5 99.00 99.00 99.00 999 1005.1  22.6  23.2  22.6 99.0 99.00
2010 09 28 10 00 151 13.0 14.4 99.00 99.00 99.00 999 1004.8  23.1  23.2  23.1 99.0 99.00
2010 09 28 11 00 158 12.7 15.2 99.00 99.00 99.00 999 1004.6  23.2  23.2  23.2 99.0 99.00
2010 09 28 12 00 159 11.4 13.5 99.00 99.00 99.00 999 1004.7  23.3  23.3  23.3 99.0 99.00
2010 09 28 13 00 185 11.8 13.2 99.00 99.00 99.00 999 1005.0  22.8  23.3  22.8 99.0 99.00
2010 09 28 14 00 190 11.6 12.9 99.00 99.00 99.00 999 1004.9  23.0  23.3  23.0 99.0 99.00
2010 09 28 15 00 197  9.5 10.2 99.00 99.00 99.00 999 1005.4  22.8  23.3  22.8 99.0 99.00
2010 09 28 16 00 188  8.0  9.0 99.00 99.00 99.00 999 1005.6  23.3  23.4  23.3 99.0 99.00
2010 09 28 17 00 176  7.1  7.5 99.00 99.00 99.00 999 1005.2  23.8  23.5  23.8 99.0 99.00
2010 09 28 18 00 176  7.6  8.4 99.00 99.00 99.00 999 1005.1  23.9  23.4  23.8 99.0 99.00
2010 09 28 19 00 180  7.1  7.5 99.00 99.00 99.00 999 1004.8  24.2  23.5  22.8 99.0 99.00
2010 09 28 20 00 175  6.3  6.8 99.00 99.00 99.00 999 1004.9  24.5  23.6  23.0 99.0 99.00
2010 09 28 21 00 174  6.9  7.4 99.00 99.00 99.00 999 1005.1  24.5  23.6  23.0 99.0 99.00
2010 09 28 22 00 183  6.4  6.9 99.00 99.00 99.00 999 1005.6  24.6  23.6  22.9 99.0 99.00
2010 09 28 23 00 190  4.2  4.4 99.00 99.00 99.00 999 1006.5  24.3  23.5  23.5 99.0 99.00
2010 09 29 00 00 195  6.3  8.1 99.00 99.00 99.00 999 1007.3  24.3  23.6  22.0 99.0 99.00
2010 09 29 01 00 224  4.8  5.5 99.00 99.00 99.00 999 1008.3  23.4  23.5  21.3 99.0 99.00
2010 09 29 02 00 235  5.5  6.4 99.00 99.00 99.00 999 1009.0  22.7  23.5  21.2 99.0 99.00
2010 09 29 03 00 300  7.0  8.1 99.00 99.00 99.00 999 1009.8  21.6  23.4  19.6 99.0 99.00
2010 09 29 04 00 307  5.4  6.7 99.00 99.00 99.00 999 1010.5  20.2  23.3  17.3 99.0 99.00
2010 09 29 05 00 312  4.2  4.9 99.00 99.00 99.00 999 1011.4  19.3  23.3  17.0 99.0 99.00
2010 09 29 06 00 314  3.1  3.6 99.00 99.00 99.00 999 1012.5  18.7  23.3  17.0 99.0 99.00
2010 09 29 07 00 304  3.6  3.9 99.00 99.00 99.00 999 1012.7  18.7  23.2  16.8 99.0 99.00
2010 09 29 08 00 309  4.3  4.7 99.00 99.00 99.00 999 1012.2  18.3  23.2  16.7 99.0 99.00
2010 09 29 09 00 311  3.6  4.3 99.00 99.00 99.00 999 1012.4  17.6  23.2  16.4 99.0 99.00
2010 09 29 10 00 326  5.0  5.5 99.00 99.00 99.00 999 1013.0  17.7  23.0  16.4 99.0 99.00
2010 09 29 11 00 317  3.4  4.2 99.00 99.00 99.00 999 1014.3  17.6  23.0  16.6 99.0 99.00
2010 09 29 12 00 349  5.0  6.0 99.00 99.00 99.00 999 1014.5  18.1  23.0  16.7 99.0 99.00
2010 09 29 13 00   0  4.6  5.3 99.00 99.00 99.00 999 1015.1  18.4  23.1  17.3 99.0 99.00
2010 09 29 14 00  57  3.3  3.9 99.00 99.00 99.00 999 1016.3  19.1  23.1  16.6 99.0 99.00
2010 09 29 15 00  28  2.4  2.7 99.00 99.00 99.00 999 1016.6  19.1  23.0  16.1 99.0 99.00
2010 09 29 16 00  31  3.0  3.7 99.00 99.00 99.00 999 1016.4  19.3  22.9  16.7 99.0 99.00
2010 09 29 17 00  83  1.3  1.6 99.00 99.00 99.00 999 1016.4  19.1  23.0  17.1 99.0 99.00
2010 09 29 18 00   0  3.2  4.1 99.00 99.00 99.00 999 1014.9  18.7  23.0  17.0 99.0 99.00
2010 09 29 19 00  35  4.4  4.7 99.00 99.00 99.00 999 1014.0  19.0  23.1  18.2 99.0 99.00
2010 09 29 20 00 126  1.6  2.2 99.00 99.00 99.00 999 1015.3  19.1  23.1  18.2 99.0 99.00
2010 09 29 21 00  24  3.2  3.6 99.00 99.00 99.00 999 1014.1  18.6  23.1  18.6 99.0 99.00
2010 09 29 22 00  63  3.1  3.4 99.00 99.00 99.00 999 1013.9  18.6  23.1  18.6 99.0 99.00
2010 09 29 23 00  47  4.0  4.6 99.00 99.00 99.00 999 1013.5  18.7  23.1  18.7 99.0 99.00
2010 09 30 00 00  61  3.7  4.2 99.00 99.00 99.00 999 1013.3  18.7  23.0  18.7 99.0 99.00
2010 09 30 01 00  61  4.2  5.0 99.00 99.00 99.00 999 1013.3  18.8  23.1  18.8 99.0 99.00
2010 09 30 02 00  69  4.3  5.3 99.00 99.00 99.00 999 1012.6  19.1  23.1  19.1 99.0 99.00
2010 09 30 03 00  77  6.2  6.8 99.00 99.00 99.00 999 1012.0  20.0  23.0  20.0 99.0 99.00
2010 09 30 04 00  94  9.1 10.8 99.00 99.00 99.00 999 1011.3  20.6  23.0  20.6 99.0 99.00
2010 09 30 05 00 103  6.5  7.2 99.00 99.00 99.00 999 1011.0  20.8  22.9  20.8 99.0 99.00
2010 09 30 06 00  79  6.1  6.5 99.00 99.00 99.00 999 1010.0  21.1  22.8  21.1 99.0 99.00
2010 09 30 07 00  41  6.4  6.9 99.00 99.00 99.00 999 1008.4  21.3  22.8  21.3 99.0 99.00
2010 09 30 08 00  60  7.2  8.2 99.00 99.00 99.00 999 1007.4  21.5  22.9  21.5 99.0 99.00
2010 09 30 09 00  59  7.2  7.8 99.00 99.00 99.00 999 1006.3  21.9  23.0  21.9 99.0 99.00
2010 09 30 10 00 186  4.5  5.7 99.00 99.00 99.00 999 1006.0  22.3  23.0  22.3 99.0 99.00
2010 09 30 11 00 200  7.2  7.7 99.00 99.00 99.00 999 1005.7  22.5  23.0  22.5 99.0 99.00
2010 09 30 12 00 145  9.1 10.1 99.00 99.00 99.00 999 1005.3  22.6  22.9  22.6 99.0 99.00
2010 09 30 13 00 179  6.7  7.6 99.00 99.00 99.00 999 1004.6  22.7  22.9  22.7 99.0 99.00
2010 09 30 14 00 136 14.0 16.1 99.00 99.00 99.00 999 1003.3  24.4  22.9  24.4 99.0 99.00
2010 09 30 15 00 143 16.2 18.4 99.00 99.00 99.00 999 1002.7  25.0  23.0  25.0 99.0 99.00
2010 09 30 16 00 156 12.3 14.1 99.00 99.00 99.00 999 1002.7  23.5  23.0  23.5 99.0 99.00
2010 09 30 17 00 148 13.8 15.6 99.00 99.00 99.00 999 1001.8  24.0  23.1  24.0 99.0 99.00
2010 09 30 18 00 154 14.3 16.1 99.00 99.00 99.00 999 1001.3  24.7  23.1  24.7 99.0 99.00
2010 09 30 19 00 157 15.9 17.9 99.00 99.00 99.00 999 1000.9  24.9  23.1  24.9 99.0 99.00
2010 09 30 20 00 164 14.1 17.0 99.00 99.00 99.00 999 1001.5  24.2  23.1  24.2 99.0 99.00
2010 09 30 21 00 169 11.5 12.5 99.00 99.00 99.00 999 1002.3  23.8  23.1  23.8 99.0 99.00
2010 09 30 22 00 170  8.3  8.8 99.00 99.00 99.00 999 1002.1  23.7  23.1  23.7 99.0 99.00
2010 09 30 23 00 166  7.9  8.4 99.00 99.00 99.00 999 1002.5  23.7  23.1  23.7 99.0 99.00
2010 10 01 00 00 178 10.3 11.0 99.00 99.00 99.00 999 1003.5  22.8  23.1  22.8 99.0 99.00
2010 10 01 01 00 155  8.0  8.9 99.00 99.00 99.00 999 1003.3  21.7  23.1  21.7 99.0 99.00
2010 10 01 02 00 146  6.6  7.3 99.00 99.00 99.00 999 1002.8  21.3  22.8  21.3 99.0 99.00
2010 10 01 03 00  87  3.1  3.6 99.00 99.00 99.00 999 1002.6  20.4  22.8  20.4 99.0 99.00
2010 10 01 04 00 293  7.1  7.6 99.00 99.00 99.00 999 1002.0  20.5  22.7  20.5 99.0 99.00
2010 10 01 05 00 350 10.3 12.0 99.00 99.00 99.00 999 1000.7  20.2  23.0  20.2 99.0 99.00
2010 10 01 06 00   3 10.7 12.3 99.00 99.00 99.00 999 1000.2  19.6  23.0  19.6 99.0 99.00
2010 10 01 07 00 359 10.1 11.1 99.00 99.00 99.00 999 1000.1  18.7  23.0  18.7 99.0 99.00
2010 10 01 08 00 302  7.6  8.2 99.00 99.00 99.00 999 1001.9  17.9  22.9  17.9 99.0 99.00
2010 10 01 09 00 307 10.4 11.9 99.00 99.00 99.00 999 1002.2  17.3  22.8  17.3 99.0 99.00
2010 10 01 10 00 331 13.6 16.2 99.00 99.00 99.00 999 1002.6  17.1  22.9  17.1 99.0 99.00
2010 10 01 11 00 338 11.0 12.9 99.00 99.00 99.00 999 1003.6  16.9  22.8  16.9 99.0 99.00
2010 10 01 12 00 329  9.3 11.4 99.00 99.00 99.00 999 1004.4  16.6  22.6  16.6 99.0 99.00
2010 10 01 13 00 322  9.7 11.5 99.00 99.00 99.00 999 1005.2  16.8  22.7  16.8 99.0 99.00
2010 10 01 14 00 328 10.8 12.7 99.00 99.00 99.00 999 1005.5  17.6  22.7  17.2 99.0 99.00
2010 10 01 15 00 328  9.9 11.8 99.00 99.00 99.00 999 1006.2  18.6  22.7  17.0 99.0 99.00
2010 10 01 16 00 335 11.0 13.4 99.00 99.00 99.00 999 1006.3  19.0  22.7  16.4 99.0 99.00
2010 10 01 17 00 341 11.2 13.2 99.00 99.00 99.00 999 1006.7  19.5  22.7  16.0 99.0 99.00
2010 10 01 18 00 338 11.3 12.5 99.00 99.00 99.00 999 1006.8  20.1  22.7  15.8 99.0 99.00
2010 10 01 19 00 327  8.8 10.9 99.00 99.00 99.00 999 1007.0  20.8  22.7  16.2 99.0 99.00
2010 10 01 20 00 345 11.5 12.9 99.00 99.00 99.00 999 1007.3  21.1  22.5  15.4 99.0 99.00
2010 10 01 21 00 340 11.0 13.0 99.00 99.00 99.00 999 1007.8  21.1  22.5  15.1 99.0 99.00
2010 10 01 22 00 325  7.7  9.3 99.00 99.00 99.00 999 1009.0  21.2  22.5  15.1 99.0 99.00
2010 10 01 23 00 313  6.9  8.0 99.00 99.00 99.00 999 1010.0  20.4  22.4  15.0 99.0 99.00
2010 10 02 00 00 313  5.1  5.7 99.00 99.00 99.00 999 1010.6  19.5  22.3  14.7 99.0 99.00
2010 10 02 01 00 310  5.1  5.7 99.00 99.00 99.00 999 1011.3  18.7  22.3  14.4 99.0 99.00
2010 10 02 02 00 321  5.5  6.5 99.00 99.00 99.00 999 1012.1  18.2  22.4  14.0 99.0 99.00
2010 10 02 03 00 305  5.7  6.3 99.00 99.00 99.00 999 1012.4  17.2  22.3  14.2 99.0 99.00
2010 10 02 04 00 311  7.0  7.8 99.00 99.00 99.00 999 1012.6  16.4  22.2  13.9 99.0 99.00
2010 10 02 05 00 329  8.3  9.9 99.00 99.00 99.00 999 1012.9  16.7  22.0  13.0 99.0 99.00
2010 10 02 06 00 336  7.8  9.1 99.00 99.00 99.00 999 1013.6  16.1  21.8  13.0 99.0 99.00
2010 10 02 07 00 340  8.2  8.9 99.00 99.00 99.00 999 1013.7  15.6  21.7  12.3 99.0 99.00
2010 10 02 08 00 348  7.2  8.3 99.00 99.00 99.00 999 1014.2  15.3  21.8  11.7 99.0 99.00
2010 10 02 09 00 335  5.5  6.4 99.00 99.00 99.00 999 1015.0  15.1  21.8  12.2 99.0 99.00
2010 10 02 10 00 316  5.4  6.2 99.00 99.00 99.00 999 1015.6  13.3  21.8  11.6 99.0 99.00
2010 10 02 11 00 312  5.3  5.7 99.00 99.00 99.00 999 1016.1  12.9  21.7  11.4 99.0 99.00
2010 10 02 12 00 329  5.6  6.4 99.00 99.00 99.00 999 1016.4  13.1  21.5  11.6 99.0 99.00
2010 10 02 13 00 350  6.0  6.5 99.00 99.00 99.00 999 1016.9  14.6  21.6  11.1 99.0 99.00
2010 10 02 14 00 354  5.6  6.4 99.00 99.00 99.00 999 1016.9  15.3  21.6  11.1 99.0 99.00
2010 10 02 15 00  15  3.9  4.7 99.00 99.00 99.00 999 1017.2  15.4  21.7  11.6 99.0 99.00
2010 10 02 16 00  16  3.3  4.4 99.00 99.00 99.00 999 1017.2  15.7  21.7  10.9 99.0 99.00
2010 10 02 17 00  27  4.9  5.6 99.00 99.00 99.00 999 1016.6  16.3  21.7  11.3 99.0 99.00
2010 10 02 18 00  49  2.9  3.4 99.00 99.00 99.00 999 1016.0  16.7  21.7  11.2 99.0 99.00
2010 10 02 19 00  62  3.7  4.3 99.00 99.00 99.00 999 1015.7  17.2  21.8  12.4 99.0 99.00
2010 10 02 20 00  54  4.0  4.6 99.00 99.00 99.00 999 1015.4  17.8  21.8  12.3 99.0 99.00
2010 10 02 21 00  43  4.5  5.3 99.00 99.00 99.00 999 1015.2  18.5  21.9  12.2 99.0 99.00
2010 10 02 22 00  22  4.1  4.6 99.00 99.00 99.00 999 1015.2  18.8  21.9  12.4 99.0 99.00
2010 10 02 23 00  66  3.6  4.2 99.00 99.00 99.00 999 1015.4  18.5  21.8  12.6 99.0 99.00
2010 10 03 00 00  73  4.6  5.0 99.00 99.00 99.00 999 1015.7  18.4  21.7  12.9 99.0 99.00
2010 10 03 01 00  65  3.5  3.8 99.00 99.00 99.00 999 1016.3  18.3  21.7  13.3 99.0 99.00
2010 10 03 02 00  86  5.4  6.0 99.00 99.00 99.00 999 1016.1  17.7  21.6  14.0 99.0 99.00
2010 10 03 03 00 103  4.7  5.4 99.00 99.00 99.00 999 1016.1  17.6  21.6  13.6 99.0 99.00
2010 10 03 04 00 125  4.4  4.9 99.00 99.00 99.00 999 1016.1  17.0  21.6  13.5 99.0 99.00
2010 10 03 05 00 123  3.8  4.3 99.00 99.00 99.00 999 1016.1  16.8  21.7  13.8 99.0 99.00
2010 10 03 06 00 116  5.2  6.0 99.00 99.00 99.00 999 1015.9  16.5  21.6  13.9 99.0 99.00
2010 10 03 07 00  90  3.9  4.6 99.00 99.00 99.00 999 1015.7  16.5  21.6  14.6 99.0 99.00
2010 10 03 08 00  78  4.6  5.6 99.00 99.00 99.00 999 1015.8  16.1  21.4  14.1 99.0 99.00
2010 10 03 09 00  54  4.8  5.4 99.00 99.00 99.00 999 1015.6  16.3  21.3  14.2 99.0 99.00
2010 10 03 10 00  37  7.4  8.4 99.00 99.00 99.00 999 1015.7  15.8  21.5  14.8 99.0 99.00
2010 10 03 11 00  40  9.4 10.2 99.00 99.00 99.00 999 1016.1  15.0  21.6  14.5 99.0 99.00
2010 10 03 12 00  37 10.2 11.7 99.00 99.00 99.00 999 1016.5  14.6  21.4  13.7 99.0 99.00
2010 10 03 13 00  35  9.1 10.7 99.00 99.00 99.00 999 1017.0  14.3  21.4  13.8 99.0 99.00
2010 10 03 14 00  33  8.4  9.5 99.00 99.00 99.00 999 1017.1  14.5  21.4  14.2 99.0 99.00
2010 10 03 15 00  39 10.7 12.1 99.00 99.00 99.00 999 1017.1  15.1  21.4  14.6 99.0 99.00
2010 10 03 16 00  25 10.2 11.7 99.00 99.00 99.00 999 1017.0  15.5  21.4  14.8 99.0 99.00
2010 10 03 17 00  25 10.0 11.7 99.00 99.00 99.00 999 1017.0  16.2  21.4  14.8 99.0 99.00
2010 10 03 18 00  27 10.5 11.6 99.00 99.00 99.00 999 1016.3  16.3  21.3  14.5 99.0 99.00
2010 10 03 19 00  28 10.9 12.4 99.00 99.00 99.00 999 1015.9  16.7  21.3  14.6 99.0 99.00
2010 10 03 20 00  37  9.4 10.7 99.00 99.00 99.00 999 1016.2  16.3  21.5  15.3 99.0 99.00
